time	soil_moist(1)	soil_moist(2)	soil_moist(3)	soil_rechr(1)	soil_rechr(2)	soil_rechr(3)	SWE(1)	SWE(2)	SWE(3)
27011.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	52.2199	56.1677	57.4456
27011.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	53.1687	57.3712	58.7559
27011.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	53.9133	58.6216	60.2072
27011.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	54.5464	59.8964	61.7316
27011.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	55.358	61.1314	63.1363
27011.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	56.098	62.3818	64.5876
27011.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	56.8352	63.6323	66.039
27011.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	57.1868	64.9631	67.7311
27011.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	57.7012	66.2599	69.3214
27011.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	57.8921	67.6205	71.1032
27011.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	58.3369	68.9294	72.7299
27011.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	58.8388	70.2262	74.3203
27011.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	59.0152	71.5868	76.1021
27011.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	59.4495	72.8958	77.7288
27011.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	59.9419	74.1926	79.3192
27011.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.618	75.4515	80.7958
27011.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.2116	76.7264	82.3203
27011.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	62.1843	77.9208	83.6035
27011.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.1731	79.1112	84.8746
27012	229.694	219.496	219.278	49.6944	39.4956	39.2782	64.1435	80.3056	86.1578
27012.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.9829	80.3454	86.2771
27012.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.8241	80.3846	86.3948
27012.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.667	80.4233	86.5108
27012.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.6166	80.4361	86.5492
27012.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.5684	80.4483	86.5859
27012.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.4924	80.4677	86.6442
27012.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.4183	80.4867	86.701
27012.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.365	80.5001	86.7413
27012.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.3231	80.5105	86.7726
27012.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2824	80.5206	86.8028
27012.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2429	80.5304	86.8322
27012.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2172	80.5366	86.8509
27012.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2125	80.5378	86.8542
27012.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.208	80.5388	86.8574
27012.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2055	80.5394	86.8592
27012.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2013	80.5404	86.8621
27012.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.1973	80.5413	86.8649
27012.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.1969	80.5414	86.8652
27012.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.1969	80.5414	86.8652
27012.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.1969	80.5414	86.8652
27012.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.1969	80.5414	86.8652
27012.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.1969	80.5414	86.8652
27012.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.1969	80.5414	86.8652
27013	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.1969	80.5414	86.8652
27013.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2129	80.5574	86.8812
27013.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2289	80.5734	86.8972
27013.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2448	80.5894	86.9132
27013.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2608	80.6053	86.9292
27013.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2768	80.6213	86.9451
27013.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2928	80.6373	86.9611
27013.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.3088	80.6533	86.9771
27013.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.3248	80.6693	86.9931
27013.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.3407	80.6853	87.0091
27013.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.3567	80.7012	87.0251
27013.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.3727	80.7172	87.041
27013.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.3887	80.7332	87.057
27013.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.4024	80.7497	87.0745
27013.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.4162	80.7662	87.092
27013.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.4322	80.7822	87.108
27013.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.4481	80.7981	87.124
27013.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.435	80.8199	87.1572
27013.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.451	80.8359	87.1732
27013.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.4378	80.857	87.2046
27013.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.3582	80.8892	87.2693
27013.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.2305	80.9283	87.3546
27013.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.1031	80.9666	87.4375
27013.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	62.8476	81.0222	87.5722
27014	229.694	219.496	219.278	49.6944	39.4956	39.2782	62.5336	81.087	87.7349
27014.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	62.372	81.1753	87.891
27014.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	62.1124	81.2772	88.0879
27014.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.9577	81.3645	88.241
27014.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4538	81.5005	88.5402
27014.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1256	81.6175	88.7824
27014.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.4599	81.779	89.1581
27014.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.2015	81.8827	89.3603
27014.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.2559	81.9371	89.4147
27014.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.3049	81.9923	89.4717
27014.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.3593	82.0467	89.5261
27014.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.4137	82.1011	89.5805
27014.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.4681	82.1555	89.6349
27014.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.5225	82.2099	89.6893
27014.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.5769	82.2643	89.7437
27014.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.6313	82.3187	89.7981
27014.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.6857	82.3731	89.8525
27014.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.7401	82.4275	89.9069
27014.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.7945	82.4819	89.9613
27014.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.8489	82.5363	90.0157
27014.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.9033	82.5907	90.0701
27014.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	60.9577	82.6451	90.1245
27014.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.0121	82.6995	90.1789
27014.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.0665	82.7539	90.2333
27015	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27015.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27016	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1209	82.8083	90.2877
27016.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1435	82.8309	90.3102
27016.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.166	82.8534	90.3328
27016.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.1886	82.876	90.3553
27016.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.2112	82.8985	90.3779
27016.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.2337	82.9211	90.4005
27016.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.2563	82.9437	90.423
27016.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.2788	82.9662	90.4456
27016.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3014	82.9888	90.4681
27016.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3239	83.0113	90.4907
27016.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3465	83.0339	90.5133
27016.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.369	83.0565	90.5358
27016.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3916	83.079	90.5584
27016.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4142	83.1016	90.5809
27016.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4367	83.1241	90.6035
27016.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4593	83.1467	90.6261
27016.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4818	83.1693	90.6486
27016.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.5044	83.1918	90.6712
27016.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.5269	83.2144	90.6937
27016.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.5495	83.2369	90.7163
27016.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.5721	83.2595	90.7389
27016.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.5946	83.2821	90.7614
27016.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6172	83.3046	90.784
27016.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6397	83.3272	90.8065
27017	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27017.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27018	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6623	83.3497	90.8291
27018.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6558	83.3507	90.8319
27018.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6558	83.3507	90.8319
27018.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6558	83.3507	90.8319
27018.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6501	83.3513	90.8339
27018.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.6305	83.3532	90.8394
27018.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.5524	83.3598	90.8593
27018.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.5425	83.3606	90.8618
27018.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.5008	83.3638	90.8713
27018.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4826	83.3653	90.8757
27018.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4588	83.3673	90.8817
27018.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4588	83.3673	90.8817
27018.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4588	83.3673	90.8817
27018.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4588	83.3673	90.8817
27018.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4156	83.3693	90.8878
27018.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4068	83.3699	90.8894
27018.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4068	83.3699	90.8894
27018.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4068	83.3699	90.8894
27018.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4068	83.3699	90.8894
27018.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4068	83.3699	90.8894
27018.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4068	83.3699	90.8894
27018.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4068	83.3699	90.8894
27018.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4068	83.3699	90.8894
27018.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4068	83.3699	90.8894
27019	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4068	83.3699	90.8894
27019.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4068	83.3699	90.8894
27019.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.404	83.3702	90.8903
27019.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4014	83.3705	90.8912
27019.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4014	83.3705	90.8912
27019.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4014	83.3705	90.8912
27019.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4014	83.3705	90.8912
27019.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.4014	83.3705	90.8912
27019.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3923	83.3716	90.8945
27019.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3835	83.3727	90.8978
27019.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3779	83.3734	90.8999
27019.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3687	83.3745	90.9032
27019.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3563	83.3758	90.9072
27019.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27019.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27019.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27019.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27019.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27019.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27019.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27019.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27019.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27019.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27019.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27020.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27021.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27022	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.3535	83.3761	90.9081
27022.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	61.7022	83.7248	91.2568
27022.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	62.0509	84.0735	91.6056
27022.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	62.3944	84.4232	91.9572
27022.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	62.7432	84.7719	92.3059
27022.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.0919	85.1207	92.6546
27022.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.4406	85.4694	93.0033
27022.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	63.7893	85.8181	93.352
27022.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	64.138	86.1668	93.7008
27022.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	64.4867	86.5155	94.0495
27022.41667	229.694	219.496	219.278	49.6944	39.4956	39.2782	64.8355	86.8642	94.3982
27022.45833	229.694	219.496	219.278	49.6944	39.4956	39.2782	65.1842	87.213	94.7469
27022.5	229.694	219.496	219.278	49.6944	39.4956	39.2782	65.5329	87.5617	95.0956
27022.54167	229.694	219.496	219.278	49.6944	39.4956	39.2782	65.8816	87.9104	95.4443
27022.58333	229.694	219.496	219.278	49.6944	39.4956	39.2782	66.2303	88.2591	95.7931
27022.625	229.694	219.496	219.278	49.6944	39.4956	39.2782	66.579	88.6078	96.1418
27022.66667	229.694	219.496	219.278	49.6944	39.4956	39.2782	66.9278	88.9565	96.4905
27022.70833	229.694	219.496	219.278	49.6944	39.4956	39.2782	67.2765	89.3053	96.8392
27022.75	229.694	219.496	219.278	49.6944	39.4956	39.2782	67.6252	89.654	97.1879
27022.79167	229.694	219.496	219.278	49.6944	39.4956	39.2782	67.9739	90.0027	97.5366
27022.83333	229.694	219.496	219.278	49.6944	39.4956	39.2782	68.3226	90.3514	97.8854
27022.875	229.694	219.496	219.278	49.6944	39.4956	39.2782	68.6713	90.7001	98.2341
27022.91667	229.694	219.496	219.278	49.6944	39.4956	39.2782	69.0201	91.0488	98.5828
27022.95833	229.694	219.496	219.278	49.6944	39.4956	39.2782	69.3464	91.3998	98.9383
27023	229.694	219.496	219.278	49.6944	39.4956	39.2782	69.6713	91.7507	99.2935
27023.04167	229.694	219.496	219.278	49.6944	39.4956	39.2782	69.687	91.8437	99.3988
27023.08333	229.694	219.496	219.278	49.6944	39.4956	39.2782	69.7315	91.9343	99.4973
27023.125	229.694	219.496	219.278	49.6944	39.4956	39.2782	69.8087	92.0223	99.5875
27023.16667	229.694	219.496	219.278	49.6944	39.4956	39.2782	69.8874	92.1102	99.6776
27023.20833	229.694	219.496	219.278	49.6944	39.4956	39.2782	69.9742	92.1969	99.7644
27023.25	229.694	219.496	219.278	49.6944	39.4956	39.2782	70.061	92.2837	99.8512
27023.29167	229.694	219.496	219.278	49.6944	39.4956	39.2782	70.1478	92.3705	99.938
27023.33333	229.694	219.496	219.278	49.6944	39.4956	39.2782	70.2346	92.4573	100.025
27023.375	229.694	219.496	219.278	49.6944	39.4956	39.2782	70.3214	92.5441	100.112
