time	SWE(1)	SWE(2)	SWE(3)
units	(mm)	(mm)	(mm)
27140.125	0	98.8738	329.497
27140.16667	0	98.8738	329.497
27140.20833	0	98.8738	329.497
27140.25	0	98.8738	329.497
27140.29167	0	98.8738	329.497
27140.33333	0	98.8738	329.497
27140.375	0	98.8738	329.497
27140.41667	0	98.8738	329.497
27140.45833	0	98.8738	329.497
27140.5	0	98.8738	329.497
27140.54167	0	98.8738	329.497
27140.58333	0	98.8738	329.497
27140.625	0	98.8738	329.497
27140.66667	0	98.8738	329.497
27140.70833	0	98.8738	329.497
27140.75	0	98.8738	329.497
27140.79167	0	98.8738	329.497
27140.83333	0	98.8738	329.497
27140.875	0	98.8738	329.497
27140.91667	0	98.8738	329.497
27140.95833	0	98.8738	329.497
27141	0	98.8738	329.497
27141.04167	0	98.8738	329.497
27141.08333	0	98.8738	329.497
27141.125	0	98.8738	329.497
27141.16667	0	98.8738	329.497
27141.20833	0	98.8738	329.497
27141.25	0	98.8738	329.497
27141.29167	0	98.8738	329.497
27141.33333	0	98.8738	329.497
27141.375	0	98.8738	329.497
27141.41667	0	98.8738	329.497
27141.45833	0	98.8369	329.461
27141.5	0	98.8369	329.461
27141.54167	0	98.8369	329.461
27141.58333	0	98.8369	329.461
27141.625	0	98.8369	329.461
27141.66667	0	98.8369	329.461
27141.70833	0	98.8111	329.435
27141.75	0	98.7139	329.338
27141.79167	0	98.6561	329.28
27141.83333	0	98.6417	329.265
27141.875	0	98.6417	329.265
27141.91667	0	98.6236	329.247
27141.95833	0	98.5917	329.215
27142	0	98.5462	329.17
27142.04167	0	98.5117	329.135
27142.08333	0	98.4944	329.118
27142.125	0	98.4787	329.102
27142.16667	0	98.4591	329.083
27142.20833	0	98.44	329.064
27142.25	0	98.4253	329.049
27142.29167	0	98.4253	329.049
27142.33333	0	98.4253	329.049
27142.375	0	98.413	329.037
27142.41667	0	98.413	329.037
27142.45833	0	98.3945	329.018
27142.5	0	98.3724	328.996
27142.54167	0	98.3724	328.996
27142.58333	0	98.3724	328.996
27142.625	0	98.3724	328.996
27142.66667	0	98.3724	328.996
27142.70833	0	98.3724	328.996
27142.75	0	98.3724	328.996
27142.79167	0	98.3724	328.996
27142.83333	0	98.3724	328.996
27142.875	0	98.3724	328.996
27142.91667	0	98.3659	328.99
27142.95833	0	98.3659	328.99
27143	0	98.3659	328.99
27143.04167	0	98.3659	328.99
27143.08333	0	98.3659	328.99
27143.125	0	98.3659	328.99
27143.16667	0	98.3659	328.99
27143.20833	0	98.3659	328.99
27143.25	0	98.3659	328.99
27143.29167	0	98.3659	328.99
27143.33333	0	98.3659	328.99
27143.375	0	98.3659	328.99
27143.41667	0	98.3659	328.99
27143.45833	0	98.3659	328.99
27143.5	0	98.3659	328.99
27143.54167	0	98.3659	328.99
27143.58333	0	98.3659	328.99
27143.625	0	98.3659	328.99
27143.66667	0	98.3659	328.99
27143.70833	0	98.3659	328.99
27143.75	0	98.3659	328.99
27143.79167	0	98.3659	328.99
27143.83333	0	98.3659	328.99
27143.875	0	98.3659	328.99
27143.91667	0	98.3659	328.99
27143.95833	0	98.3659	328.99
27144	0	98.3659	311.557
27144.04167	0	98.3659	311.557
27144.08333	0	98.3659	311.557
27144.125	0	98.3659	311.557
27144.16667	0	98.3659	311.557
27144.20833	0	98.3659	311.557
27144.25	0	98.3659	311.557
27144.29167	0	98.3659	311.557
27144.33333	0	98.3659	311.557
27144.375	0	98.3659	311.557
27144.41667	0	98.3659	311.557
27144.45833	0	98.3659	311.557
27144.5	0	98.3234	311.559
27144.54167	0	98.1027	311.568
27144.58333	0	97.4091	311.579
27144.625	0	96.7802	311.588
27144.66667	0	96.0013	311.597
27144.70833	0	96.0013	311.597
27144.75	0	96.0013	311.597
27144.79167	0	96.0013	311.597
27144.83333	0	96.0013	311.597
27144.875	0	96.0013	311.597
27144.91667	0	96.0013	311.597
27144.95833	0	96.0013	311.597
27145	0	96.0013	284.083
27145.04167	0	96.0013	284.083
27145.08333	0	96.0013	284.083
27145.125	0	96.0013	284.083
27145.16667	0	96.0013	284.083
27145.20833	0	96.0013	284.083
27145.25	0	96.0013	284.083
27145.29167	0	96.0013	284.083
27145.33333	0	96.0013	284.083
27145.375	0	96.0013	284.083
27145.41667	0	96.0013	284.083
27145.45833	0	96.0013	284.083
27145.5	0	95.5388	284.089
27145.54167	0	95.4537	284.09
27145.58333	0	95.2711	284.091
27145.625	0	94.3339	284.1
27145.66667	0	94.3339	284.1
27145.70833	0	94.3339	284.1
27145.75	0	94.3339	284.1
27145.79167	0	94.3339	284.1
27145.83333	0	94.3339	284.1
27145.875	0	94.3339	284.1
27145.91667	0	94.3339	284.1
27145.95833	0	94.3339	284.1
27146	0	94.3339	258.608
27146.04167	0	94.3339	258.608
27146.08333	0	94.3339	258.608
27146.125	0	94.3339	258.608
27146.16667	0	94.3339	258.608
27146.20833	0	94.3339	258.608
27146.25	0.211663	94.5456	258.82
27146.29167	0.423327	94.7572	259.032
27146.33333	0.634991	94.9689	259.243
27146.375	0.846654	95.1806	259.455
27146.41667	1.05832	95.3757	259.676
27146.45833	1.26998	95.5436	259.912
27146.5	1.48164	95.5607	260.218
27146.54167	1.69331	95.7155	260.456
27146.58333	1.90497	95.8793	260.691
27146.625	2.11664	96.0756	260.912
27146.66667	2.3283	96.2499	261.143
27146.70833	2.53996	96.4479	261.365
27146.75	2.75163	96.6331	261.593
27146.79167	2.96329	96.8319	261.814
27146.83333	3.17495	97.0435	262.025
27146.875	3.38662	97.2552	262.237
27146.91667	3.59828	97.4646	262.45
27146.95833	3.80994	97.6762	262.662
27147	4.02161	97.8879	277.079
27147.04167	4.02161	97.8879	277.079
27147.08333	4.02161	97.8879	277.079
27147.125	4.02161	97.8879	277.079
27147.16667	4.02161	97.8879	277.079
27147.20833	4.02161	97.8879	277.079
27147.25	4.02161	97.8879	277.079
27147.29167	4.02161	97.8879	277.079
27147.33333	4.02161	97.8879	277.079
27147.375	4.02161	97.8879	277.079
27147.41667	4.02161	97.8879	277.079
27147.45833	4.02161	97.8879	277.079
27147.5	4.02161	97.8879	277.079
27147.54167	4.02161	97.8879	277.079
27147.58333	4.02161	97.8879	277.079
27147.625	4.02161	97.8879	277.079
27147.66667	4.02161	97.8879	277.079
27147.70833	4.02161	97.8879	277.079
27147.75	4.02161	97.8879	277.079
27147.79167	4.02161	97.8879	277.079
27147.83333	4.02161	97.8879	277.079
27147.875	4.02161	97.8879	277.079
27147.91667	4.02161	97.8879	277.079
27147.95833	4.02161	97.8879	277.079
27148	0	97.8879	277.079
27148.04167	0	97.8879	277.079
27148.08333	0	97.8879	277.079
27148.125	0	97.8879	277.079
27148.16667	0	97.8879	277.079
27148.20833	0	97.8879	277.079
27148.25	0	97.8879	277.079
27148.29167	0	97.8879	277.079
27148.33333	0	97.8879	277.079
27148.375	0	97.8736	277.082
27148.41667	0	97.8736	277.082
27148.45833	0	97.8628	277.086
27148.5	0	97.838	277.09
27148.54167	0	97.8228	277.092
27148.58333	0	97.7912	277.097
27148.625	0	97.7757	277.099
27148.66667	0	97.7258	277.103
27148.70833	0	97.6483	277.107
27148.75	0	97.6292	277.108
27148.79167	0	97.6292	277.108
27148.83333	0	97.6292	277.108
27148.875	0	97.6292	277.108
27148.91667	0	97.6292	277.108
27148.95833	0	97.6292	277.108
27149	0	97.6292	277.108
27149.04167	0	97.6292	277.108
27149.08333	0	97.6292	277.108
27149.125	0	97.6292	277.108
27149.16667	0	97.6292	277.108
27149.20833	0	97.6292	277.108
27149.25	0	97.6292	277.108
27149.29167	0	97.6292	277.108
27149.33333	0	97.6292	277.108
27149.375	0	97.6292	277.108
27149.41667	0	97.625	277.109
27149.45833	0	97.6196	277.11
27149.5	0	97.5886	277.113
27149.54167	0	97.5123	277.119
27149.58333	0	97.4395	277.125
27149.625	0	97.3054	277.135
27149.66667	0	97.2689	277.138
27149.70833	0	97.1044	277.15
27149.75	0	96.9832	277.161
27149.79167	0	96.9277	277.167
27149.83333	0	96.8896	277.173
27149.875	0	96.7913	277.189
27149.91667	0	96.755	277.199
27149.95833	0	96.7389	277.205
27150	0	88.1568	273.805
27150.04167	0	88.1568	273.805
27150.08333	0	88.1568	273.805
27150.125	0	88.1568	273.805
27150.16667	0	88.1568	273.805
27150.20833	0	88.1568	273.805
27150.25	0	88.1568	273.805
27150.29167	0	88.1568	273.805
27150.33333	0	88.1568	273.805
27150.375	0	88.1568	273.805
27150.41667	0	88.1568	273.805
27150.45833	0	88.1568	273.805
27150.5	0	88.1568	273.805
27150.54167	0	88.1568	273.805
27150.58333	0	88.1568	273.805
27150.625	0	88.1568	273.805
27150.66667	0	88.1568	273.805
27150.70833	0	88.1568	273.805
27150.75	0	88.1568	273.805
27150.79167	0	88.1568	273.805
27150.83333	0	88.1568	273.805
27150.875	0	88.1568	273.805
27150.91667	0	88.1568	273.805
27150.95833	0	88.1568	273.805
27151	0	78.4907	264.139
27151.04167	0	78.4907	264.139
27151.08333	0	78.4907	264.139
27151.125	0	78.4907	264.139
27151.16667	0	78.4907	264.139
27151.20833	0	78.4907	264.139
27151.25	0	78.4907	264.139
27151.29167	0	78.4907	264.139
27151.33333	0	78.4907	264.139
27151.375	0	78.4907	264.139
27151.41667	0	78.4907	264.139
27151.45833	0	78.4907	264.139
27151.5	0	78.4907	264.139
27151.54167	0	78.4907	264.139
27151.58333	0	78.4907	264.139
27151.625	0	78.4907	264.139
27151.66667	0	78.4907	264.139
27151.70833	0	78.4907	264.139
27151.75	0	78.4907	264.139
27151.79167	0	78.4907	264.139
27151.83333	0	78.4907	264.139
27151.875	0	78.4907	264.139
27151.91667	0	78.4907	264.139
27151.95833	0	78.4907	264.139
27152	0	68.1197	253.768
27152.04167	0	68.1197	253.768
27152.08333	0	68.1197	253.768
27152.125	0	68.1197	253.768
27152.16667	0	68.1197	253.768
27152.20833	0	68.1197	253.768
27152.25	0	68.1197	253.768
27152.29167	0	68.1197	253.768
27152.33333	0	68.1197	253.768
27152.375	0	68.1197	253.768
27152.41667	0	68.1197	253.768
27152.45833	0	68.1197	253.768
27152.5	0	68.1197	253.768
27152.54167	0	68.1197	253.768
27152.58333	0	68.1197	253.768
27152.625	0	68.1197	253.768
27152.66667	0	68.1197	253.768
27152.70833	0	68.1197	253.768
27152.75	0	68.1197	253.768
27152.79167	0	68.1197	253.768
27152.83333	0	68.1197	253.768
27152.875	0	68.1197	253.768
27152.91667	0	68.1197	253.768
27152.95833	0	68.1197	253.768
27153	0	51.2529	236.901
27153.04167	0	51.2529	236.901
27153.08333	0	51.2529	236.901
27153.125	0	51.2529	236.901
27153.16667	0	51.2529	236.901
27153.20833	0	51.2529	236.901
27153.25	0	51.2529	236.901
27153.29167	0	51.2529	236.901
27153.33333	0	51.2529	236.901
27153.375	0	51.2529	236.901
27153.41667	0	51.2529	236.901
27153.45833	0	51.2529	236.901
27153.5	0	51.2529	236.901
27153.54167	0	51.2529	236.901
27153.58333	0	51.2529	236.901
27153.625	0	51.2529	236.901
27153.66667	0	51.2529	236.901
27153.70833	0	51.2529	236.901
27153.75	0	51.2529	236.901
27153.79167	0	51.2529	236.901
27153.83333	0	51.2529	236.901
27153.875	0	51.2529	236.901
27153.91667	0	51.2529	236.901
27153.95833	0	51.2529	236.901
27154	0	34.3537	221.531
27154.04167	0	34.3537	221.531
27154.08333	0	34.3537	221.531
27154.125	0	34.3537	221.531
27154.16667	0	34.3537	221.531
27154.20833	0	34.3537	221.531
27154.25	0	34.3537	221.531
27154.29167	0	34.3537	221.531
27154.33333	0	34.3537	221.531
27154.375	0	34.3537	221.531
27154.41667	0	34.3537	221.531
27154.45833	0	34.3537	221.531
27154.5	0	34.3537	221.531
27154.54167	0	34.3537	221.531
27154.58333	0	34.3537	221.531
27154.625	0	34.3537	221.531
27154.66667	0	34.3537	221.531
27154.70833	0	34.3537	221.531
