time	XOutVar(1)	XOutVar(2)	XOutVar(3)	Y(1)	Y(2)	Y(3)	Z(1)	Z(2)	Z(3)
26950.04167	0.544639	-0.544639	0.247675	-0.084	-0.09114	-0.09856	-0.42	-0.434	-0.448
26950.08333	0.5	-0.5	0.243245	-0.15	-0.16275	-0.176	-0.75	-0.775	-0.8
26950.125	0.45399	-0.45399	0.238811	-0.126	-0.13671	-0.14784	-0.63	-0.651	-0.672
26950.16667	0.406737	-0.406737	0.234371	-0.144	-0.15624	-0.16896	-0.72	-0.744	-0.768
26950.20833	0.358368	-0.358368	0.229927	-0.168	-0.18228	-0.19712	-0.84	-0.868	-0.896
26950.25	0.309017	-0.309017	0.225478	-0.198	-0.21483	-0.23232	-0.99	-1.023	-1.056
26950.29167	0.258819	-0.258819	0.221024	-0.21	-0.22785	-0.2464	-1.05	-1.085	-1.12
26950.33333	0.207912	-0.207912	0.216565	-0.138	-0.14973	-0.16192	-0.69	-0.713	-0.736
26950.375	0.156434	-0.156434	0.212102	0.054	0.05859	0.06336	0.27	0.279	0.288
26950.41667	0.104528	-0.104528	0.207635	0.252	0.27342	0.29568	1.26	1.302	1.344
26950.45833	0.052336	-0.052336	0.203163	0.378	0.41013	0.44352	1.89	1.953	2.016
26950.5	6.12303E-16	-7.34764E-16	0.198687	0.534	0.57939	0.62656	2.67	2.759	2.848
26950.54167	-0.052336	0.052336	0.194207	0.69	0.74865	0.8096	3.45	3.565	3.68
26950.58333	-0.104528	0.104528	0.189722	0.828	0.89838	0.97152	4.14	4.278	4.416
26950.625	-0.156434	0.156434	0.185234	0.912	0.98952	1.07008	4.56	4.712	4.864
26950.66667	-0.207912	0.207912	0.180742	0.906	0.98301	1.06304	4.53	4.681	4.832
26950.70833	-0.258819	0.258819	0.176246	0.816	0.88536	0.95744	4.08	4.216	4.352
26950.75	-0.309017	0.309017	0.171747	0.612	0.66402	0.71808	3.06	3.162	3.264
26950.79167	-0.358368	0.358368	0.167243	0.414	0.44919	0.48576	2.07	2.139	2.208
26950.83333	-0.406737	0.406737	0.162737	0.288	0.31248	0.33792	1.44	1.488	1.536
26950.875	-0.45399	0.45399	0.158227	0.228	0.24738	0.26752	1.14	1.178	1.216
26950.91667	-0.5	0.5	0.153713	0.276	0.29946	0.32384	1.38	1.426	1.472
26950.95833	-0.544639	0.544639	0.149197	0.168	0.18228	0.19712	0.84	0.868	0.896
26951	-0.587785	0.587785	0.144677	0.288	0.31248	0.33792	1.44	1.488	1.536
26951.04167	-0.62932	0.62932	0.140154	0.282	0.30597	0.33088	1.41	1.457	1.504
26951.08333	-0.669131	0.669131	0.135629	0.252	0.27342	0.29568	1.26	1.302	1.344
26951.125	-0.707107	0.707107	0.1311	0.216	0.23436	0.25344	1.08	1.116	1.152
26951.16667	-0.743145	0.743145	0.126569	0.186	0.20181	0.21824	0.93	0.961	0.992
26951.20833	-0.777146	0.777146	0.122035	0.096	0.10416	0.11264	0.48	0.496	0.512
26951.25	-0.809017	0.809017	0.117499	0.084	0.09114	0.09856	0.42	0.434	0.448
26951.29167	-0.838671	0.838671	0.11296	0.078	0.08463	0.09152	0.39	0.403	0.416
26951.33333	-0.866025	0.866025	0.108419	0.072	0.07812	0.08448	0.36	0.372	0.384
26951.375	-0.891007	0.891007	0.103876	0.168	0.18228	0.19712	0.84	0.868	0.896
26951.41667	-0.913545	0.913545	0.09933	0.318	0.34503	0.37312	1.59	1.643	1.696
26951.45833	-0.93358	0.93358	0.0947823	0.474	0.51429	0.55616	2.37	2.449	2.528
26951.5	-0.951057	0.951057	0.0902327	0.606	0.65751	0.71104	3.03	3.131	3.232
26951.54167	-0.965926	0.965926	0.0856811	0.672	0.72912	0.78848	3.36	3.472	3.584
26951.58333	-0.978148	0.978148	0.0811278	0.708	0.76818	0.83072	3.54	3.658	3.776
26951.625	-0.987688	0.987688	0.0765727	0.72	0.7812	0.8448	3.6	3.72	3.84
26951.66667	-0.994522	0.994522	0.0720162	0.69	0.74865	0.8096	3.45	3.565	3.68
26951.70833	-0.99863	0.99863	0.067458	0.624	0.67704	0.73216	3.12	3.224	3.328
26951.75	-1	1	0.0628984	0.444	0.48174	0.52096	2.22	2.294	2.368
26951.79167	-0.99863	0.99863	0.0583376	0.276	0.29946	0.32384	1.38	1.426	1.472
26951.83333	-0.994522	0.994522	0.0537755	0.246	0.26691	0.28864	1.23	1.271	1.312
26951.875	-0.987688	0.987688	0.0492124	0.174	0.18879	0.20416	0.87	0.899	0.928
26951.91667	-0.978148	0.978148	0.0446481	0.114	0.12369	0.13376	0.57	0.589	0.608
26951.95833	-0.965926	0.965926	0.040083	0.084	0.09114	0.09856	0.42	0.434	0.448
26952	-0.951057	0.951057	0.035517	-0.054	-0.05859	-0.06336	-0.27	-0.279	-0.288
26952.04167	-0.93358	0.93358	0.0309502	-0.054	-0.05859	-0.06336	-0.27	-0.279	-0.288
26952.08333	-0.913545	0.913545	0.0263829	-0.042	-0.04557	-0.04928	-0.21	-0.217	-0.224
26952.125	-0.891007	0.891007	0.0218149	-0.174	-0.18879	-0.20416	-0.87	-0.899	-0.928
26952.16667	-0.866025	0.866025	0.0172466	-0.282	-0.30597	-0.33088	-1.41	-1.457	-1.504
26952.20833	-0.838671	0.838671	0.0126778	-0.33	-0.35805	-0.3872	-1.65	-1.705	-1.76
26952.25	-0.809017	0.809017	0.00810884	-0.366	-0.39711	-0.42944	-1.83	-1.891	-1.952
26952.29167	-0.777146	0.777146	0.0035396	-0.384	-0.41664	-0.45056	-1.92	-1.984	-2.048
26952.33333	-0.743145	0.743145	-0.00102971	-0.33	-0.35805	-0.3872	-1.65	-1.705	-1.76
26952.375	-0.707107	0.707107	-0.00559887	0.048	0.05208	0.05632	0.24	0.248	0.256
26952.41667	-0.669131	0.669131	-0.010168	0.288	0.31248	0.33792	1.44	1.488	1.536
26952.45833	-0.62932	0.62932	-0.0147369	0.498	0.54033	0.58432	2.49	2.573	2.656
26952.5	-0.587785	0.587785	-0.0193055	0.576	0.62496	0.67584	2.88	2.976	3.072
26952.54167	-0.544639	0.544639	-0.0238736	0.618	0.67053	0.72512	3.09	3.193	3.296
26952.58333	-0.5	0.5	-0.0284414	0.642	0.69657	0.75328	3.21	3.317	3.424
26952.625	-0.45399	0.45399	-0.0330085	0.642	0.69657	0.75328	3.21	3.317	3.424
26952.66667	-0.406737	0.406737	-0.0375749	0.654	0.70959	0.76736	3.27	3.379	3.488
26952.70833	-0.358368	0.358368	-0.0421406	0.564	0.61194	0.66176	2.82	2.914	3.008
26952.75	-0.309017	0.309017	-0.0467052	0.384	0.41664	0.45056	1.92	1.984	2.048
26952.79167	-0.258819	0.258819	-0.0512691	0.24	0.2604	0.2816	1.2	1.24	1.28
26952.83333	-0.207912	0.207912	-0.0558317	0.162	0.17577	0.19008	0.81	0.837	0.864
26952.875	-0.156434	0.156434	-0.0603933	0.156	0.16926	0.18304	0.78	0.806	0.832
26952.91667	-0.104528	0.104528	-0.0649536	0.198	0.21483	0.23232	0.99	1.023	1.056
26952.95833	-0.052336	0.052336	-0.0695125	0.174	0.18879	0.20416	0.87	0.899	0.928
26953	-7.34764E-16	8.57224E-16	-0.07407	0.174	0.18879	0.20416	0.87	0.899	0.928
26953.04167	0.052336	-0.052336	-0.0786258	0.234	0.25389	0.27456	1.17	1.209	1.248
26953.08333	0.104528	-0.104528	-0.0831802	0.288	0.31248	0.33792	1.44	1.488	1.536
26953.125	0.156434	-0.156434	-0.0877326	0.33	0.35805	0.3872	1.65	1.705	1.76
26953.16667	0.207912	-0.207912	-0.0922834	0.342	0.37107	0.40128	1.71	1.767	1.824
26953.20833	0.258819	-0.258819	-0.0968322	0.33	0.35805	0.3872	1.65	1.705	1.76
26953.25	0.309017	-0.309017	-0.101379	0.282	0.30597	0.33088	1.41	1.457	1.504
26953.29167	0.358368	-0.358368	-0.105924	0.252	0.27342	0.29568	1.26	1.302	1.344
26953.33333	0.406737	-0.406737	-0.110466	0.234	0.25389	0.27456	1.17	1.209	1.248
26953.375	0.45399	-0.45399	-0.115006	0.264	0.28644	0.30976	1.32	1.364	1.408
26953.41667	0.5	-0.5	-0.119544	0.372	0.40362	0.43648	1.86	1.922	1.984
26953.45833	0.544639	-0.544639	-0.124079	0.504	0.54684	0.59136	2.52	2.604	2.688
26953.5	0.587785	-0.587785	-0.128612	0.654	0.70959	0.76736	3.27	3.379	3.488
26953.54167	0.62932	-0.62932	-0.133142	0.792	0.85932	0.92928	3.96	4.092	4.224
26953.58333	0.669131	-0.669131	-0.137669	0.858	0.93093	1.00672	4.29	4.433	4.576
26953.625	0.707107	-0.707107	-0.142193	0.888	0.96348	1.04192	4.44	4.588	4.736
26953.66667	0.743145	-0.743145	-0.146715	0.912	0.98952	1.07008	4.56	4.712	4.864
26953.70833	0.777146	-0.777146	-0.151233	0.882	0.95697	1.03488	4.41	4.557	4.704
26953.75	0.809017	-0.809017	-0.155748	0.708	0.76818	0.83072	3.54	3.658	3.776
26953.79167	0.838671	-0.838671	-0.16026	0.456	0.49476	0.53504	2.28	2.356	2.432
26953.83333	0.866025	-0.866025	-0.164768	0.276	0.29946	0.32384	1.38	1.426	1.472
26953.875	0.891007	-0.891007	-0.169273	0.144	0.15624	0.16896	0.72	0.744	0.768
26953.91667	0.913545	-0.913545	-0.173775	0.048	0.05208	0.05632	0.24	0.248	0.256
26953.95833	0.93358	-0.93358	-0.178273	0.03	0.03255	0.0352	0.15	0.155	0.16
26954	0.951057	-0.951057	-0.182767	0.048	0.05208	0.05632	0.24	0.248	0.256
26954.04167	0.965926	-0.965926	-0.187257	0.006	0.00651	0.00704	0.03	0.031	0.032
26954.08333	0.978148	-0.978148	-0.191744	0.036	0.03906	0.04224	0.18	0.186	0.192
26954.125	0.987688	-0.987688	-0.196226	-0.03	-0.03255	-0.0352	-0.15	-0.155	-0.16
26954.16667	0.994522	-0.994522	-0.200705	-0.144	-0.15624	-0.16896	-0.72	-0.744	-0.768
26954.20833	0.99863	-0.99863	-0.205179	-0.198	-0.21483	-0.23232	-0.99	-1.023	-1.056
26954.25	1	-1	-0.209649	-0.186	-0.20181	-0.21824	-0.93	-0.961	-0.992
26954.29167	0.99863	-0.99863	-0.214114	-0.216	-0.23436	-0.25344	-1.08	-1.116	-1.152
26954.33333	0.994522	-0.994522	-0.218575	-0.198	-0.21483	-0.23232	-0.99	-1.023	-1.056
26954.375	0.987688	-0.987688	-0.223032	-0.048	-0.05208	-0.05632	-0.24	-0.248	-0.256
26954.41667	0.978148	-0.978148	-0.227484	0.138	0.14973	0.16192	0.69	0.713	0.736
26954.45833	0.965926	-0.965926	-0.231931	0.378	0.41013	0.44352	1.89	1.953	2.016
26954.5	0.951057	-0.951057	-0.236373	0.558	0.60543	0.65472	2.79	2.883	2.976
26954.54167	0.93358	-0.93358	-0.24081	0.624	0.67704	0.73216	3.12	3.224	3.328
26954.58333	0.913545	-0.913545	-0.245242	0.66	0.7161	0.7744	3.3	3.41	3.52
26954.625	0.891007	-0.891007	-0.24967	0.732	0.79422	0.85888	3.66	3.782	3.904
26954.66667	0.866025	-0.866025	-0.254092	0.756	0.82026	0.88704	3.78	3.906	4.032
26954.70833	0.838671	-0.838671	-0.258508	0.714	0.77469	0.83776	3.57	3.689	3.808
26954.75	0.809017	-0.809017	-0.262919	0.552	0.59892	0.64768	2.76	2.852	2.944
26954.79167	0.777146	-0.777146	-0.267325	0.426	0.46221	0.49984	2.13	2.201	2.272
26954.83333	0.743145	-0.743145	-0.271725	0.378	0.41013	0.44352	1.89	1.953	2.016
26954.875	0.707107	-0.707107	-0.27612	0.324	0.35154	0.38016	1.62	1.674	1.728
26954.91667	0.669131	-0.669131	-0.280509	0.354	0.38409	0.41536	1.77	1.829	1.888
26954.95833	0.62932	-0.62932	-0.284891	0.354	0.38409	0.41536	1.77	1.829	1.888
26955	0.587785	-0.587785	-0.289268	0.36	0.3906	0.4224	1.8	1.86	1.92
26955.04167	0.544639	-0.544639	-0.293639	0.306	0.33201	0.35904	1.53	1.581	1.632
26955.08333	0.5	-0.5	-0.298004	0.366	0.39711	0.42944	1.83	1.891	1.952
26955.125	0.45399	-0.45399	-0.302363	0.396	0.42966	0.46464	1.98	2.046	2.112
26955.16667	0.406737	-0.406737	-0.306715	0.318	0.34503	0.37312	1.59	1.643	1.696
26955.20833	0.358368	-0.358368	-0.311061	0.222	0.24087	0.26048	1.11	1.147	1.184
26955.25	0.309017	-0.309017	-0.3154	0.378	0.41013	0.44352	1.89	1.953	2.016
26955.29167	0.258819	-0.258819	-0.319733	0.522	0.56637	0.61248	2.61	2.697	2.784
26955.33333	0.207912	-0.207912	-0.324059	0.594	0.64449	0.69696	2.97	3.069	3.168
26955.375	0.156434	-0.156434	-0.328378	0.618	0.67053	0.72512	3.09	3.193	3.296
26955.41667	0.104528	-0.104528	-0.33269	0.72	0.7812	0.8448	3.6	3.72	3.84
26955.45833	0.052336	-0.052336	-0.336996	0.612	0.66402	0.71808	3.06	3.162	3.264
26955.5	8.57224E-16	-9.79685E-16	-0.341294	0.63	0.68355	0.7392	3.15	3.255	3.36
26955.54167	-0.052336	0.052336	-0.345586	0.738	0.80073	0.86592	3.69	3.813	3.936
26955.58333	-0.104528	0.104528	-0.34987	0.852	0.92442	0.99968	4.26	4.402	4.544
26955.625	-0.156434	0.156434	-0.354147	0.864	0.93744	1.01376	4.32	4.464	4.608
26955.66667	-0.207912	0.207912	-0.358416	0.834	0.90489	0.97856	4.17	4.309	4.448
26955.70833	-0.258819	0.258819	-0.362678	0.834	0.90489	0.97856	4.17	4.309	4.448
26955.75	-0.309017	0.309017	-0.366932	0.672	0.72912	0.78848	3.36	3.472	3.584
26955.79167	-0.358368	0.358368	-0.371179	0.462	0.50127	0.54208	2.31	2.387	2.464
26955.83333	-0.406737	0.406737	-0.375418	0.378	0.41013	0.44352	1.89	1.953	2.016
26955.875	-0.45399	0.45399	-0.379649	0.342	0.37107	0.40128	1.71	1.767	1.824
26955.91667	-0.5	0.5	-0.383872	0.27	0.29295	0.3168	1.35	1.395	1.44
26955.95833	-0.544639	0.544639	-0.388087	0.186	0.20181	0.21824	0.93	0.961	0.992
26956	-0.587785	0.587785	-0.392294	0.114	0.12369	0.13376	0.57	0.589	0.608
26956.04167	-0.62932	0.62932	-0.396493	0.072	0.07812	0.08448	0.36	0.372	0.384
26956.08333	-0.669131	0.669131	-0.400684	-0.048	-0.05208	-0.05632	-0.24	-0.248	-0.256
26956.125	-0.707107	0.707107	-0.404866	0.006	0.00651	0.00704	0.03	0.031	0.032
26956.16667	-0.743145	0.743145	-0.40904	-0.102	-0.11067	-0.11968	-0.51	-0.527	-0.544
26956.20833	-0.777146	0.777146	-0.413205	-0.12	-0.1302	-0.1408	-0.6	-0.62	-0.64
26956.25	-0.809017	0.809017	-0.417362	-0.108	-0.11718	-0.12672	-0.54	-0.558	-0.576
26956.29167	-0.838671	0.838671	-0.42151	-0.036	-0.03906	-0.04224	-0.18	-0.186	-0.192
26956.33333	-0.866025	0.866025	-0.425649	-0.024	-0.02604	-0.02816	-0.12	-0.124	-0.128
26956.375	-0.891007	0.891007	-0.429779	0.132	0.14322	0.15488	0.66	0.682	0.704
26956.41667	-0.913545	0.913545	-0.4339	0.432	0.46872	0.50688	2.16	2.232	2.304
26956.45833	-0.93358	0.93358	-0.438012	0.696	0.75516	0.81664	3.48	3.596	3.712
26956.5	-0.951057	0.951057	-0.442116	0.9	0.9765	1.056	4.5	4.65	4.8
26956.54167	-0.965926	0.965926	-0.446209	1.068	1.15878	1.25312	5.34	5.518	5.696
26956.58333	-0.978148	0.978148	-0.450294	1.182	1.28247	1.38688	5.91	6.107	6.304
26956.625	-0.987688	0.987688	-0.454369	1.188	1.28898	1.39392	5.94	6.138	6.336
26956.66667	-0.994522	0.994522	-0.458434	1.194	1.29549	1.40096	5.97	6.169	6.368
26956.70833	-0.99863	0.99863	-0.462491	1.188	1.28898	1.39392	5.94	6.138	6.336
26956.75	-1	1	-0.466537	1.002	1.08717	1.17568	5.01	5.177	5.344
26956.79167	-0.99863	0.99863	-0.470574	0.864	0.93744	1.01376	4.32	4.464	4.608
26956.83333	-0.994522	0.994522	-0.4746	0.786	0.85281	0.92224	3.93	4.061	4.192
26956.875	-0.987688	0.987688	-0.478617	0.768	0.83328	0.90112	3.84	3.968	4.096
26956.91667	-0.978148	0.978148	-0.482624	0.756	0.82026	0.88704	3.78	3.906	4.032
26956.95833	-0.965926	0.965926	-0.486621	0.726	0.78771	0.85184	3.63	3.751	3.872
26957	-0.951057	0.951057	-0.490608	0.732	0.79422	0.85888	3.66	3.782	3.904
26957.04167	-0.93358	0.93358	-0.494584	0.654	0.70959	0.76736	3.27	3.379	3.488
26957.08333	-0.913545	0.913545	-0.49855	0.63	0.68355	0.7392	3.15	3.255	3.36
26957.125	-0.891007	0.891007	-0.502506	0.552	0.59892	0.64768	2.76	2.852	2.944
26957.16667	-0.866025	0.866025	-0.506451	0.594	0.64449	0.69696	2.97	3.069	3.168
26957.20833	-0.838671	0.838671	-0.510386	0.456	0.49476	0.53504	2.28	2.356	2.432
26957.25	-0.809017	0.809017	-0.51431	0.282	0.30597	0.33088	1.41	1.457	1.504
26957.29167	-0.777146	0.777146	-0.518223	0.174	0.18879	0.20416	0.87	0.899	0.928
26957.33333	-0.743145	0.743145	-0.522125	0.084	0.09114	0.09856	0.42	0.434	0.448
26957.375	-0.707107	0.707107	-0.526017	0.138	0.14973	0.16192	0.69	0.713	0.736
26957.41667	-0.669131	0.669131	-0.529897	0.372	0.40362	0.43648	1.86	1.922	1.984
26957.45833	-0.62932	0.62932	-0.533767	0.564	0.61194	0.66176	2.82	2.914	3.008
26957.5	-0.587785	0.587785	-0.537625	0.672	0.72912	0.78848	3.36	3.472	3.584
26957.54167	-0.544639	0.544639	-0.541472	0.816	0.88536	0.95744	4.08	4.216	4.352
26957.58333	-0.5	0.5	-0.545308	0.942	1.02207	1.10528	4.71	4.867	5.024
26957.625	-0.45399	0.45399	-0.549132	1.02	1.1067	1.1968	5.1	5.27	5.44
26957.66667	-0.406737	0.406737	-0.552945	1.044	1.13274	1.22496	5.22	5.394	5.568
26957.70833	-0.358368	0.358368	-0.556747	1.026	1.11321	1.20384	5.13	5.301	5.472
26957.75	-0.309017	0.309017	-0.560537	0.882	0.95697	1.03488	4.41	4.557	4.704
26957.79167	-0.258819	0.258819	-0.564315	0.762	0.82677	0.89408	3.81	3.937	4.064
26957.83333	-0.207912	0.207912	-0.568081	0.726	0.78771	0.85184	3.63	3.751	3.872
26957.875	-0.156434	0.156434	-0.571835	0.642	0.69657	0.75328	3.21	3.317	3.424
26957.91667	-0.104528	0.104528	-0.575578	0.63	0.68355	0.7392	3.15	3.255	3.36
26957.95833	-0.052336	0.052336	-0.579308	0.588	0.63798	0.68992	2.94	3.038	3.136
26958	-9.79685E-16	1.10215E-15	-0.583027	0.516	0.55986	0.60544	2.58	2.666	2.752
26958.04167	0.052336	-0.052336	-0.586733	0.57	0.61845	0.6688	2.85	2.945	3.04
26958.08333	0.104528	-0.104528	-0.590427	0.6	0.651	0.704	3	3.1	3.2
26958.125	0.156434	-0.156434	-0.594109	0.558	0.60543	0.65472	2.79	2.883	2.976
26958.16667	0.207912	-0.207912	-0.597778	0.576	0.62496	0.67584	2.88	2.976	3.072
26958.20833	0.258819	-0.258819	-0.601435	0.522	0.56637	0.61248	2.61	2.697	2.784
26958.25	0.309017	-0.309017	-0.605079	0.456	0.49476	0.53504	2.28	2.356	2.432
26958.29167	0.358368	-0.358368	-0.60871	0.402	0.43617	0.47168	2.01	2.077	2.144
26958.33333	0.406737	-0.406737	-0.612329	0.324	0.35154	0.38016	1.62	1.674	1.728
26958.375	0.45399	-0.45399	-0.615935	0.372	0.40362	0.43648	1.86	1.922	1.984
26958.41667	0.5	-0.5	-0.619528	0.558	0.60543	0.65472	2.79	2.883	2.976
26958.45833	0.544639	-0.544639	-0.623109	0.726	0.78771	0.85184	3.63	3.751	3.872
26958.5	0.587785	-0.587785	-0.626676	0.84	0.9114	0.9856	4.2	4.34	4.48
26958.54167	0.62932	-0.62932	-0.63023	0.912	0.98952	1.07008	4.56	4.712	4.864
26958.58333	0.669131	-0.669131	-0.633771	0.984	1.06764	1.15456	4.92	5.084	5.248
26958.625	0.707107	-0.707107	-0.637299	1.056	1.14576	1.23904	5.28	5.456	5.632
26958.66667	0.743145	-0.743145	-0.640814	1.116	1.21086	1.30944	5.58	5.766	5.952
26958.70833	0.777146	-0.777146	-0.644315	1.092	1.18482	1.28128	5.46	5.642	5.824
26958.75	0.809017	-0.809017	-0.647802	0.966	1.04811	1.13344	4.83	4.991	5.152
26958.79167	0.838671	-0.838671	-0.651276	0.792	0.85932	0.92928	3.96	4.092	4.224
26958.83333	0.866025	-0.866025	-0.654737	0.576	0.62496	0.67584	2.88	2.976	3.072
26958.875	0.891007	-0.891007	-0.658184	0.474	0.51429	0.55616	2.37	2.449	2.528
26958.91667	0.913545	-0.913545	-0.661617	0.444	0.48174	0.52096	2.22	2.294	2.368
26958.95833	0.93358	-0.93358	-0.665036	0.396	0.42966	0.46464	1.98	2.046	2.112
26959	0.951057	-0.951057	-0.668442	0.396	0.42966	0.46464	1.98	2.046	2.112
26959.04167	0.965926	-0.965926	-0.671833	0.408	0.44268	0.47872	2.04	2.108	2.176
26959.08333	0.978148	-0.978148	-0.675211	0.378	0.41013	0.44352	1.89	1.953	2.016
26959.125	0.987688	-0.987688	-0.678574	0.336	0.36456	0.39424	1.68	1.736	1.792
26959.16667	0.994522	-0.994522	-0.681923	0.264	0.28644	0.30976	1.32	1.364	1.408
26959.20833	0.99863	-0.99863	-0.685258	0.168	0.18228	0.19712	0.84	0.868	0.896
26959.25	1	-1	-0.688579	0.078	0.08463	0.09152	0.39	0.403	0.416
26959.29167	0.99863	-0.99863	-0.691885	0.042	0.04557	0.04928	0.21	0.217	0.224
26959.33333	0.994522	-0.994522	-0.695177	0.036	0.03906	0.04224	0.18	0.186	0.192
26959.375	0.987688	-0.987688	-0.698454	0.03	0.03255	0.0352	0.15	0.155	0.16
26959.41667	0.978148	-0.978148	-0.701717	0.066	0.07161	0.07744	0.33	0.341	0.352
26959.45833	0.965926	-0.965926	-0.704965	0.816	0.88536	0.95744	4.08	4.216	4.352
26959.5	0.951057	-0.951057	-0.708198	0.876	0.95046	1.02784	4.38	4.526	4.672
26959.54167	0.93358	-0.93358	-0.711417	0.984	1.06764	1.15456	4.92	5.084	5.248
26959.58333	0.913545	-0.913545	-0.71462	1.056	1.14576	1.23904	5.28	5.456	5.632
26959.625	0.891007	-0.891007	-0.717809	1.092	1.18482	1.28128	5.46	5.642	5.824
26959.66667	0.866025	-0.866025	-0.720983	1.104	1.19784	1.29536	5.52	5.704	5.888
26959.70833	0.838671	-0.838671	-0.724142	0.972	1.05462	1.14048	4.86	5.022	5.184
26959.75	0.809017	-0.809017	-0.727285	0.774	0.83979	0.90816	3.87	3.999	4.128
26959.79167	0.777146	-0.777146	-0.730414	0.642	0.69657	0.75328	3.21	3.317	3.424
26959.83333	0.743145	-0.743145	-0.733527	0.528	0.57288	0.61952	2.64	2.728	2.816
26959.875	0.707107	-0.707107	-0.736625	0.438	0.47523	0.51392	2.19	2.263	2.336
26959.91667	0.669131	-0.669131	-0.739707	0.402	0.43617	0.47168	2.01	2.077	2.144
26959.95833	0.62932	-0.62932	-0.742774	0.456	0.49476	0.53504	2.28	2.356	2.432
26960	0.587785	-0.587785	-0.745826	0.414	0.44919	0.48576	2.07	2.139	2.208
26960.04167	0.544639	-0.544639	-0.748862	0.396	0.42966	0.46464	1.98	2.046	2.112
26960.08333	0.5	-0.5	-0.751882	0.396	0.42966	0.46464	1.98	2.046	2.112
26960.125	0.45399	-0.45399	-0.754887	0.402	0.43617	0.47168	2.01	2.077	2.144
26960.16667	0.406737	-0.406737	-0.757876	0.408	0.44268	0.47872	2.04	2.108	2.176
26960.20833	0.358368	-0.358368	-0.760849	0.384	0.41664	0.45056	1.92	1.984	2.048
26960.25	0.309017	-0.309017	-0.763806	0.372	0.40362	0.43648	1.86	1.922	1.984
26960.29167	0.258819	-0.258819	-0.766747	0.324	0.35154	0.38016	1.62	1.674	1.728
26960.33333	0.207912	-0.207912	-0.769672	0.336	0.36456	0.39424	1.68	1.736	1.792
26960.375	0.156434	-0.156434	-0.772581	0.372	0.40362	0.43648	1.86	1.922	1.984
26960.41667	0.104528	-0.104528	-0.775475	0.432	0.46872	0.50688	2.16	2.232	2.304
26960.45833	0.052336	-0.052336	-0.778351	0.588	0.63798	0.68992	2.94	3.038	3.136
26960.5	1.10215E-15	-1.22461E-15	-0.781212	0.672	0.72912	0.78848	3.36	3.472	3.584
26960.54167	-0.052336	0.052336	-0.784056	0.738	0.80073	0.86592	3.69	3.813	3.936
26960.58333	-0.104528	0.104528	-0.786884	0.798	0.86583	0.93632	3.99	4.123	4.256
26960.625	-0.156434	0.156434	-0.789696	0.816	0.88536	0.95744	4.08	4.216	4.352
26960.66667	-0.207912	0.207912	-0.792491	0.798	0.86583	0.93632	3.99	4.123	4.256
26960.70833	-0.258819	0.258819	-0.795269	0.666	0.72261	0.78144	3.33	3.441	3.552
26960.75	-0.309017	0.309017	-0.798031	0.45	0.48825	0.528	2.25	2.325	2.4
26960.79167	-0.358368	0.358368	-0.800776	0.384	0.41664	0.45056	1.92	1.984	2.048
26960.83333	-0.406737	0.406737	-0.803505	0.324	0.35154	0.38016	1.62	1.674	1.728
26960.875	-0.45399	0.45399	-0.806216	0.288	0.31248	0.33792	1.44	1.488	1.536
26960.91667	-0.5	0.5	-0.808911	0.312	0.33852	0.36608	1.56	1.612	1.664
26960.95833	-0.544639	0.544639	-0.811589	0.288	0.31248	0.33792	1.44	1.488	1.536
26961	-0.587785	0.587785	-0.81425	0.276	0.29946	0.32384	1.38	1.426	1.472
26961.04167	-0.62932	0.62932	-0.816894	0.288	0.31248	0.33792	1.44	1.488	1.536
26961.08333	-0.669131	0.669131	-0.819521	0.312	0.33852	0.36608	1.56	1.612	1.664
26961.125	-0.707107	0.707107	-0.822131	0.3	0.3255	0.352	1.5	1.55	1.6
26961.16667	-0.743145	0.743145	-0.824724	0.276	0.29946	0.32384	1.38	1.426	1.472
26961.20833	-0.777146	0.777146	-0.827299	0.246	0.26691	0.28864	1.23	1.271	1.312
26961.25	-0.809017	0.809017	-0.829857	0.228	0.24738	0.26752	1.14	1.178	1.216
26961.29167	-0.838671	0.838671	-0.832398	0.204	0.22134	0.23936	1.02	1.054	1.088
26961.33333	-0.866025	0.866025	-0.834921	0.198	0.21483	0.23232	0.99	1.023	1.056
26961.375	-0.891007	0.891007	-0.837427	0.186	0.20181	0.21824	0.93	0.961	0.992
26961.41667	-0.913545	0.913545	-0.839916	0.21	0.22785	0.2464	1.05	1.085	1.12
26961.45833	-0.93358	0.93358	-0.842387	0.234	0.25389	0.27456	1.17	1.209	1.248
26961.5	-0.951057	0.951057	-0.844841	0.264	0.28644	0.30976	1.32	1.364	1.408
26961.54167	-0.965926	0.965926	-0.847276	0.3	0.3255	0.352	1.5	1.55	1.6
26961.58333	-0.978148	0.978148	-0.849695	0.324	0.35154	0.38016	1.62	1.674	1.728
26961.625	-0.987688	0.987688	-0.852095	0.342	0.37107	0.40128	1.71	1.767	1.824
26961.66667	-0.994522	0.994522	-0.854477	0.348	0.37758	0.40832	1.74	1.798	1.856
26961.70833	-0.99863	0.99863	-0.856842	0.342	0.37107	0.40128	1.71	1.767	1.824
26961.75	-1	1	-0.859189	0.282	0.30597	0.33088	1.41	1.457	1.504
26961.79167	-0.99863	0.99863	-0.861518	0.15	0.16275	0.176	0.75	0.775	0.8
26961.83333	-0.994522	0.994522	-0.863829	0.06	0.0651	0.0704	0.3	0.31	0.32
