time	soil_moist(1)	SWE(1)
units	(mm)	(mm)
26942.20833	228.626	0
26942.25	228.626	0
26942.29167	228.626	0
26942.33333	228.626	0
26942.375	228.626	0
26942.41667	228.626	0
26942.45833	228.626	0
26942.5	228.626	0
26942.54167	228.626	0
26942.58333	228.626	0
26942.625	228.626	0
26942.66667	228.626	0
26942.70833	228.626	0
26942.75	228.626	0
26942.79167	228.626	0
26942.83333	228.626	0
26942.875	228.626	0
26942.91667	228.626	0
26942.95833	228.626	0
26943	228.626	0
26943.04167	228.626	0
26943.08333	228.626	0
26943.125	228.626	0
26943.16667	228.626	0
26943.20833	228.626	0
26943.25	228.626	0
26943.29167	228.626	0
26943.33333	228.626	0
26943.375	228.626	0
26943.41667	228.626	0
26943.45833	228.626	0
26943.5	228.626	0
26943.54167	228.626	0
26943.58333	228.626	0
26943.625	228.626	0
26943.66667	228.626	0
26943.70833	228.626	0
26943.75	228.626	0
26943.79167	228.626	0
26943.83333	228.626	0
26943.875	228.626	0
26943.91667	228.626	0
26943.95833	228.626	0
26944	228.626	0
26944.04167	228.626	0
26944.08333	228.626	0
26944.125	228.626	0
26944.16667	228.626	0
26944.20833	228.626	0
26944.25	228.626	0
26944.29167	228.626	0
26944.33333	228.626	0
26944.375	228.626	0
26944.41667	228.626	0
26944.45833	228.626	0
26944.5	228.626	0
26944.54167	228.626	0
26944.58333	228.626	0
26944.625	228.626	0
26944.66667	228.626	0
26944.70833	228.626	0
26944.75	228.626	0
26944.79167	228.626	0
26944.83333	228.626	0
26944.875	228.626	0
26944.91667	228.626	0
26944.95833	228.626	0
26945	228.626	0
26945.04167	228.626	0
26945.08333	228.626	0
26945.125	228.626	0
26945.16667	228.626	0
26945.20833	228.626	0
26945.25	228.626	0
26945.29167	228.626	0
26945.33333	228.626	0
26945.375	228.626	0
26945.41667	228.626	0
26945.45833	228.626	0
26945.5	228.626	0
26945.54167	228.626	0
26945.58333	228.626	0
26945.625	228.626	0
26945.66667	228.626	0
26945.70833	228.626	0
26945.75	228.626	0
26945.79167	228.626	0
26945.83333	228.626	0
26945.875	228.626	0
26945.91667	228.626	0
26945.95833	228.626	0
26946	228.626	0
26946.04167	228.626	0
26946.08333	228.626	0
26946.125	228.626	0
26946.16667	228.626	0
26946.20833	228.626	0
26946.25	228.626	0
26946.29167	228.626	0
26946.33333	228.626	0
26946.375	228.626	0
26946.41667	228.626	0
26946.45833	228.626	0
26946.5	228.626	0
26946.54167	228.626	0
26946.58333	228.626	0
26946.625	228.626	0
26946.66667	228.626	0
26946.70833	228.626	0
26946.75	228.626	0
26946.79167	228.626	0
26946.83333	228.626	0
26946.875	228.626	0
26946.91667	228.626	0
26946.95833	228.626	0
26947	228.626	0
26947.04167	228.626	0
26947.08333	228.626	0
26947.125	228.626	0
26947.16667	228.626	0
26947.20833	228.626	0
26947.25	228.626	0
26947.29167	228.626	0
26947.33333	228.626	0
26947.375	228.626	0
26947.41667	228.626	0
26947.45833	228.626	0
26947.5	228.626	0
26947.54167	228.626	0
26947.58333	228.626	0
26947.625	228.626	0
26947.66667	228.626	0
26947.70833	228.626	0
26947.75	228.626	0
26947.79167	228.626	0
26947.83333	228.626	0
26947.875	228.626	0
26947.91667	228.626	0
26947.95833	228.626	0
26948	228.626	0
26948.04167	228.626	0
26948.08333	228.626	0
26948.125	228.626	0
26948.16667	228.626	0
26948.20833	228.626	0
26948.25	228.626	0
26948.29167	228.626	0
26948.33333	228.626	0
26948.375	228.626	0
26948.41667	228.626	0
26948.45833	228.626	0
26948.5	228.626	0
26948.54167	228.626	0
26948.58333	228.626	0
26948.625	228.626	0
26948.66667	228.626	0
26948.70833	228.626	0
26948.75	228.626	0
26948.79167	228.626	0
26948.83333	228.626	0
26948.875	228.626	0
26948.91667	228.626	0
26948.95833	228.626	0
26949	228.626	0
26949.04167	228.626	0
